date,Open,High,Low,Close,Volume
2023-12-21,2233.64,2247.88,2218.34,2231.85,268718
2023-12-22,2234.42,2252.29,2203.66,2217.26,284128
2023-12-25,2215.78,2228.46,2206.69,2215.53,192899
2023-12-26,2217.23,2251.38,2207.64,2236.98,288887
2023-12-27,2235.69,2248.55,2215.48,2227.88,390604
2023-12-28,2226.52,2238.92,2219.5,2229.37,291763
2023-12-29,2234.65,2258.51,2198.43,2218.54,267635
2024-01-01,2216.04,2230.12,2203.43,2216.19,207125
2024-01-02,2220.37,2224.01,2203.64,2205.96,410067
2024-01-03,2206.76,2219.3,2186.96,2196.01,215093
2024-01-04,2194.49,2208.14,2173.01,2184.17,130818
2024-01-05,2188.31,2197.08,2177.76,2184.02,226507
2024-01-08,2182.41,2196.47,2172.45,2184.57,298459
2024-01-09,2185.33,2198.09,2174.07,2186.63,287912
2024-01-10,2185.35,2200.04,2173.91,2187.98,139257
2024-01-11,2183.97,2199.86,2160.3,2176.05,319640
2024-01-12,2175.63,2196.95,2152.0,2166.72,259405
2024-01-15,2167.76,2178.95,2159.05,2166.17,82418
2024-01-16,2168.68,2188.26,2160.55,2179.21,125701
2024-01-17,2181.2,2189.88,2161.55,2169.93,335772
2024-01-18,2170.03,2180.21,2155.28,2164.26,222448
2024-01-19,2164.0,2197.45,2146.64,2179.94,272814
2024-01-22,2179.35,2194.77,2164.03,2177.25,380730
2024-01-23,2177.47,2199.53,2163.78,2184.47,234133
2024-01-24,2186.43,2200.66,2177.41,2189.87,358500
2024-01-25,2190.53,2198.47,2167.75,2173.8,98436
2024-01-26,2175.09,2194.35,2161.1,2179.39,85590
2024-01-29,2176.72,2207.69,2162.64,2188.08,187014
2024-01-30,2191.04,2211.98,2144.56,2164.87,399100
2024-01-31,2165.23,2170.65,2157.81,2163.18,288481
2024-02-01,2165.94,2184.1,2151.74,2166.17,350038
2024-02-02,2166.07,2184.84,2152.13,2167.31,109431
2024-02-05,2170.52,2184.14,2162.97,2173.02,199703
2024-02-06,2170.51,2186.29,2146.93,2158.07,371546
2024-02-07,2158.24,2167.9,2139.12,2147.83,314810
2024-02-08,2147.77,2162.32,2130.79,2142.86,234630
2024-02-09,2140.83,2173.42,2131.73,2158.25,149538
2024-02-12,2157.96,2186.75,2147.22,2169.4,374304
2024-02-13,2170.41,2200.24,2156.99,2182.05,220055
2024-02-14,2182.28,2206.79,2165.87,2190.22,216674
2024-02-15,2187.94,2203.53,2177.34,2186.92,147304
2024-02-16,2188.52,2201.8,2170.18,2180.35,151824
2024-02-19,2178.22,2192.28,2161.95,2173.85,138147
2024-02-20,2172.93,2209.0,2159.84,2188.29,388919
2024-02-21,2189.11,2210.65,2154.84,2172.82,212570
2024-02-22,2171.9,2185.59,2155.35,2163.79,234448
2024-02-23,2163.37,2178.85,2152.01,2164.2,386257
2024-02-26,2164.09,2184.77,2145.87,2159.88,234879
2024-02-27,2162.2,2172.31,2150.26,2158.27,406021
2024-02-28,2159.28,2170.72,2134.8,2145.4,419994
2024-02-29,2146.47,2158.84,2126.27,2137.14,387946
2024-03-01,2136.15,2150.42,2119.77,2133.29,251669
2024-03-04,2133.56,2161.38,2119.77,2146.24,178926
2024-03-05,2146.78,2165.24,2118.76,2134.91,375831
2024-03-06,2132.38,2139.56,2123.23,2129.81,299123
2024-03-07,2127.71,2154.59,2119.3,2141.72,259970
2024-03-08,2141.47,2157.64,2123.39,2133.36,83946
2024-03-11,2128.58,2147.0,2120.6,2134.12,134996
2024-03-12,2131.98,2148.2,2112.22,2126.07,264566
2024-03-13,2127.37,2138.59,2114.98,2125.14,341555
2024-03-14,2125.49,2138.59,2108.33,2117.64,215291
2024-03-15,2117.74,2124.01,2112.74,2117.3,400422
2024-03-18,2117.75,2136.45,2105.36,2119.1,257957
2024-03-19,2119.66,2135.2,2102.11,2117.52,201587
2024-03-20,2116.46,2129.43,2088.55,2099.32,199097
2024-03-21,2097.34,2113.68,2088.78,2102.18,282019
2024-03-22,2102.93,2132.83,2092.43,2116.58,341584
2024-03-25,2116.23,2145.38,2098.38,2126.21,148480
2024-03-26,2128.27,2145.91,2107.19,2121.75,116981
2024-03-27,2123.17,2141.85,2109.74,2126.84,104479
2024-03-28,2126.19,2148.25,2110.39,2131.06,409242
2024-03-29,2129.58,2149.33,2121.36,2140.01,287989
2024-04-01,2140.73,2154.23,2128.79,2137.85,395949
2024-04-02,2138.61,2150.9,2122.2,2129.75,239267
2024-04-03,2130.53,2143.48,2118.15,2126.01,210457
2024-04-04,2126.14,2144.36,2119.35,2136.65,298302
2024-04-05,2140.6,2152.14,2123.9,2132.53,131091
2024-04-08,2133.06,2164.46,2115.67,2142.02,239780
2024-04-09,2142.68,2158.43,2119.7,2133.0,285246
2024-04-10,2134.86,2146.85,2117.07,2125.55,258772
2024-04-11,2125.56,2136.96,2108.95,2120.3,180129
2024-04-12,2119.07,2136.44,2095.57,2107.08,199957
2024-04-15,2108.0,2133.73,2091.36,2116.82,278304
2024-04-16,2116.12,2144.6,2105.09,2129.82,394066
2024-04-17,2127.55,2143.31,2104.93,2119.6,183674
2024-04-18,2117.71,2142.85,2101.81,2125.92,254560
2024-04-19,2122.05,2131.87,2116.49,2124.39,231423
2024-04-22,2121.73,2137.92,2105.92,2116.36,109063
2024-04-23,2116.22,2124.21,2110.04,2114.83,169774
2024-04-24,2117.57,2136.0,2087.77,2106.07,119866
2024-04-25,2105.73,2119.96,2084.55,2097.11,340081
2024-04-26,2094.17,2104.14,2075.79,2084.97,385953
2024-04-29,2087.8,2098.36,2067.06,2077.07,223174
2024-04-30,2077.4,2088.36,2063.9,2073.89,375611
2024-05-01,2074.86,2097.34,2062.42,2076.83,392495
2024-05-02,2077.61,2111.67,2066.06,2093.67,413782
2024-05-03,2090.93,2106.03,2084.68,2097.59,119752
2024-05-06,2098.08,2108.23,2089.82,2097.36,336943
2024-05-07,2096.51,2102.6,2078.88,2083.23,285398
2024-05-08,2083.29,2101.03,2071.62,2088.96,408452
2024-05-09,2090.05,2104.89,2073.27,2084.67,275419
2024-05-10,2084.31,2094.51,2064.31,2073.49,102519
2024-05-13,2067.77,2101.0,2052.19,2081.27,214828
2024-05-14,2082.5,2099.09,2065.12,2079.74,316261
2024-05-15,2081.87,2092.3,2059.79,2067.81,217657
2024-05-16,2066.92,2077.77,2062.26,2072.13,368581
2024-05-17,2069.61,2086.58,2061.21,2072.8,193163
2024-05-20,2076.99,2086.61,2059.09,2067.89,323935
2024-05-21,2066.09,2080.69,2048.13,2061.86,290722
2024-05-22,2064.65,2077.88,2034.03,2043.95,229546
2024-05-23,2042.29,2058.18,2023.7,2036.1,169994
2024-05-24,2033.8,2044.86,2027.48,2035.86,178837
2024-05-27,2035.56,2050.21,2031.34,2043.22,236784
2024-05-28,2042.41,2055.89,2026.73,2037.1,220240
2024-05-29,2037.98,2053.43,2028.92,2043.62,235487
2024-05-30,2042.04,2060.81,2038.23,2055.43,337382
2024-05-31,2053.48,2071.38,2034.43,2045.48,166300
2024-06-03,2045.01,2074.58,2030.32,2057.87,140571
2024-06-04,2059.4,2071.27,2038.41,2049.87,319168
2024-06-05,2052.91,2075.02,2042.83,2062.23,86567
2024-06-06,2065.56,2075.36,2048.87,2054.79,231437
2024-06-07,2059.4,2101.38,2048.02,2089.69,312702
2024-06-10,2090.78,2100.13,2046.85,2052.46,161024
2024-06-11,2050.19,2067.17,2033.65,2047.51,300124
2024-06-12,2049.04,2063.26,2005.83,2014.46,364568
2024-06-13,2016.48,2027.4,2004.16,2012.89,280188
2024-06-14,2011.01,2065.78,1995.5,2047.49,325206
2024-06-17,2044.76,2059.2,1989.28,2002.18,253807
2024-06-18,2000.96,2027.25,1992.76,2015.85,393040
2024-06-19,2014.55,2023.17,1953.54,1960.6,301255
2024-06-20,1964.67,2022.47,1951.75,2002.13,345723
2024-06-21,2003.6,2065.43,1986.56,2043.69,363316
2024-06-24,2043.52,2073.74,2029.95,2059.52,123102
2024-06-25,2059.37,2066.09,2046.03,2051.92,272606
2024-06-26,2051.66,2144.26,2042.92,2133.62,277537
2024-06-27,2135.71,2146.55,2112.1,2122.02,211993
2024-06-28,2117.41,2126.03,2044.6,2051.42,161727
2024-07-01,2050.06,2064.86,2039.98,2053.32,116426
2024-07-02,2054.41,2061.41,2041.71,2046.45,264788
2024-07-03,2047.42,2061.55,1998.15,2011.7,409165
2024-07-04,2011.58,2022.0,1992.33,2001.45,279862
2024-07-05,2002.07,2011.89,1988.51,1998.09,132824
2024-07-08,1996.0,2007.74,1941.3,1949.17,179114
2024-07-09,1949.73,1973.26,1943.42,1963.05,84891
2024-07-10,1961.35,2017.93,1949.18,2002.78,405669
2024-07-11,2004.4,2014.26,1967.52,1974.94,141120
2024-07-12,1973.69,1986.65,1963.33,1972.85,404182
2024-07-15,1969.34,2022.14,1965.54,2015.88,375114
2024-07-16,2015.21,2033.81,1974.38,1990.01,340355
2024-07-17,1989.86,2001.42,1964.18,1975.35,312922
2024-07-18,1976.05,2025.29,1967.94,2014.88,282045
2024-07-19,2015.12,2050.67,2010.31,2043.99,110949
2024-07-22,2040.38,2052.99,2031.22,2042.62,195997
2024-07-23,2041.73,2057.6,2002.61,2017.27,296785
2024-07-24,2020.3,2034.28,1988.56,2001.05,116014
2024-07-25,1997.96,2087.61,1988.5,2074.95,200468
2024-07-26,2076.62,2086.06,2049.61,2057.24,349813
2024-07-29,2058.84,2088.32,2055.29,2084.33,334337
2024-07-30,2085.35,2116.92,2076.42,2103.09,189811
2024-07-31,2107.95,2130.35,2100.16,2117.9,256334
2024-08-01,2115.96,2143.34,2104.5,2128.92,339850
2024-08-02,2122.2,2155.9,2114.37,2142.87,80913
2024-08-05,2142.68,2157.2,2109.78,2123.41,374382
2024-08-06,2125.43,2132.63,2095.9,2100.35,184554
2024-08-07,2102.94,2110.61,1997.72,2004.46,205105
2024-08-08,2004.5,2022.27,1955.1,1966.18,81065
2024-08-09,1964.6,1979.23,1935.24,1944.5,155256
2024-08-12,1946.16,1956.38,1903.71,1911.46,117769
2024-08-13,1912.71,1941.01,1906.98,1931.64,233231
2024-08-14,1932.48,1945.87,1905.9,1914.26,86567
2024-08-15,1915.97,1927.59,1871.09,1881.12,331917
2024-08-16,1883.1,1924.77,1876.91,1917.33,407753
2024-08-19,1917.53,1930.47,1849.94,1862.45,301745
2024-08-20,1860.4,1868.53,1796.42,1801.47,380906
2024-08-21,1800.9,1818.28,1787.65,1804.38,300576
2024-08-22,1803.73,1811.44,1799.38,1804.82,240787
2024-08-23,1807.51,1825.2,1800.11,1817.31,195453
2024-08-26,1816.36,1823.8,1805.05,1811.35,194549
2024-08-27,1813.32,1825.81,1780.08,1791.95,124651
2024-08-28,1790.58,1807.14,1782.19,1798.58,172383
2024-08-29,1800.51,1819.03,1790.73,1807.94,246184
2024-08-30,1806.46,1820.15,1786.62,1798.66,116274
2024-09-02,1800.39,1833.64,1794.99,1826.6,100247
2024-09-03,1824.16,1842.29,1814.8,1830.26,260993
2024-09-04,1827.56,1854.29,1817.9,1843.45,261247
2024-09-05,1843.76,1856.13,1841.93,1853.87,305015
2024-09-06,1852.98,1874.66,1843.43,1862.86,248032
2024-09-09,1862.13,1875.79,1849.4,1858.26,218600
2024-09-10,1858.68,1874.61,1850.33,1863.3,248933
2024-09-11,1862.85,1876.22,1852.08,1865.11,329975
2024-09-12,1865.88,1880.93,1851.78,1862.73,162190
2024-09-13,1861.11,1879.09,1836.49,1853.67,382416
2024-09-16,1855.9,1875.71,1844.15,1862.81,388103
2024-09-17,1863.45,1876.26,1843.75,1852.81,164994
2024-09-18,1853.52,1868.48,1840.05,1849.8,130210
2024-09-19,1855.25,1865.85,1843.25,1853.0,95583
2024-09-20,1856.51,1880.89,1847.39,1867.43,368135
2024-09-23,1867.17,1875.98,1836.14,1842.58,183878
2024-09-24,1843.49,1859.07,1828.38,1839.06,246669
2024-09-25,1838.5,1851.94,1831.72,1842.76,104674
2024-09-26,1840.72,1864.77,1828.06,1848.81,367557
2024-09-27,1849.84,1863.72,1839.87,1852.07,384068
2024-09-30,1853.62,1871.0,1836.45,1850.07,227506
2024-10-01,1850.86,1864.19,1841.6,1853.05,386221
2024-10-02,1852.21,1876.68,1844.1,1866.37,255777
2024-10-03,1863.04,1879.06,1854.39,1869.75,89377
2024-10-04,1873.22,1892.88,1863.42,1883.02,149380
2024-10-07,1882.62,1915.98,1869.39,1900.89,121679
2024-10-08,1901.98,1915.36,1892.32,1905.53,85279
2024-10-09,1905.8,1919.61,1869.46,1881.63,358399
2024-10-10,1875.56,1891.86,1867.71,1881.72,190203
2024-10-11,1879.45,1893.89,1867.09,1878.71,407967
2024-10-14,1881.7,1889.65,1875.46,1881.99,197172
2024-10-15,1882.63,1899.2,1858.95,1872.76,137538
2024-10-16,1870.53,1913.37,1864.87,1905.84,279059
2024-10-17,1906.87,1916.41,1851.53,1860.82,403393
2024-10-18,1861.89,1879.77,1830.57,1846.99,149615
2024-10-21,1846.64,1860.37,1815.57,1827.5,325705
2024-10-22,1826.16,1838.11,1814.84,1823.84,215162
2024-10-23,1823.38,1832.0,1812.27,1820.77,302380
2024-10-24,1819.64,1880.13,1811.22,1870.96,100848
2024-10-25,1869.62,1884.66,1782.98,1795.63,358670
2024-10-28,1796.54,1819.77,1790.31,1812.35,340073
2024-10-29,1809.56,1826.15,1795.17,1810.75,343370
2024-10-30,1814.33,1827.81,1804.88,1815.65,109338
2024-10-31,1813.63,1859.57,1805.93,1846.84,379855
2024-11-01,1848.71,1875.91,1836.06,1862.26,168144
2024-11-04,1865.93,1877.6,1820.33,1830.54,250936
2024-11-05,1831.19,1860.83,1822.85,1849.94,313704
2024-11-06,1850.11,1859.38,1812.48,1819.38,245827
2024-11-07,1820.97,1832.38,1811.76,1821.86,82566
2024-11-08,1825.28,1838.87,1793.45,1805.15,106596
2024-11-11,1808.16,1820.46,1755.9,1764.11,409368
2024-11-12,1765.47,1770.97,1716.01,1720.2,234396
2024-11-13,1721.07,1737.92,1713.82,1730.51,126132
2024-11-14,1730.8,1783.32,1719.94,1768.59,88439
2024-11-15,1767.26,1782.8,1760.56,1775.35,208127
2024-11-18,1776.55,1792.72,1761.31,1774.02,188194
2024-11-19,1773.88,1787.35,1751.9,1761.46,309852
2024-11-20,1761.23,1768.84,1724.66,1731.33,375865
2024-11-21,1728.42,1748.87,1726.36,1746.61,278912
2024-11-22,1743.72,1762.02,1707.99,1722.11,172749
2024-11-25,1721.32,1770.92,1715.67,1761.86,266525
2024-11-26,1762.97,1778.6,1726.73,1741.34,195411
2024-11-27,1741.91,1755.0,1719.79,1729.81,357147
2024-11-28,1726.71,1775.26,1720.07,1766.72,302802
2024-11-29,1764.1,1790.44,1754.41,1779.69,405486
2024-12-02,1779.75,1867.51,1769.0,1856.13,142764
2024-12-03,1858.12,1899.16,1850.64,1889.97,241362
2024-12-04,1889.89,1902.13,1869.23,1880.87,348650
2024-12-05,1878.03,1894.34,1872.08,1886.74,208886
2024-12-06,1882.94,1894.21,1846.2,1855.55,228407
2024-12-09,1856.27,1871.73,1822.13,1835.89,307858
2024-12-10,1835.66,1843.17,1812.26,1818.26,364813
2024-12-11,1816.97,1830.32,1791.62,1802.11,197476
2024-12-12,1802.61,1818.92,1729.39,1739.37,95537
2024-12-13,1738.26,1754.33,1726.56,1740.85,220335
2024-12-16,1741.95,1751.82,1736.25,1745.79,266730
2024-12-17,1745.11,1768.81,1737.3,1758.5,296122
2024-12-18,1759.76,1766.54,1743.37,1748.04,334656
2024-12-19,1747.72,1763.23,1709.26,1721.56,80787
2024-12-20,1721.96,1737.22,1712.18,1723.59,240962
2024-12-23,1725.43,1738.75,1695.62,1706.75,417348
2024-12-24,1708.04,1716.28,1685.43,1691.78,174901
2024-12-25,1691.15,1700.49,1684.81,1692.76,214187
2024-12-26,1692.64,1706.22,1690.29,1703.22,243200
2024-12-27,1703.92,1716.45,1674.08,1685.44,380643
2024-12-30,1687.05,1725.39,1679.41,1717.46,279826
2024-12-31,1716.95,1727.45,1657.79,1667.45,277554
2025-01-01,1668.89,1678.39,1658.01,1665.37,332802
2025-01-02,1664.66,1673.32,1644.16,1649.84,337628
2025-01-03,1650.29,1656.7,1615.15,1619.16,147807
2025-01-06,1620.32,1630.38,1595.62,1605.4,181360
2025-01-07,1605.43,1615.82,1573.05,1580.74,171787
2025-01-08,1583.84,1610.19,1573.82,1598.3,290927
2025-01-09,1601.68,1632.69,1588.87,1616.73,265292
2025-01-10,1612.41,1621.63,1584.75,1591.15,295271
2025-01-13,1590.33,1600.9,1559.21,1569.54,205643
2025-01-14,1569.1,1622.06,1562.72,1612.59,185324
2025-01-15,1613.68,1622.76,1560.03,1568.23,408785
2025-01-16,1569.06,1577.97,1560.34,1567.44,222997
2025-01-17,1569.52,1626.67,1559.93,1616.1,233527
2025-01-20,1616.64,1631.32,1591.36,1605.91,328536
2025-01-21,1605.14,1625.02,1600.61,1618.89,255197
2025-01-22,1619.48,1634.92,1612.44,1626.78,290076
2025-01-23,1626.17,1638.52,1620.01,1628.37,356976
2025-01-24,1629.31,1644.42,1610.7,1622.36,238753
2025-01-27,1621.5,1650.06,1612.05,1634.9,255285
2025-01-28,1632.98,1655.39,1622.25,1643.7,385169
2025-01-29,1643.13,1667.3,1634.75,1655.55,320986
2025-01-30,1657.16,1675.46,1650.19,1665.23,190752
2025-01-31,1665.63,1673.68,1634.55,1642.01,178451
2025-02-03,1640.47,1654.22,1634.45,1647.56,331100
2025-02-04,1644.97,1664.76,1638.37,1656.41,395566
2025-02-05,1655.49,1692.56,1644.42,1680.29,302742
2025-02-06,1679.02,1693.27,1657.66,1666.98,237143
2025-02-07,1665.46,1676.59,1653.09,1659.9,136886
2025-02-10,1660.54,1673.77,1638.28,1649.02,97367
2025-02-11,1649.8,1662.95,1640.38,1652.59,306742
2025-02-12,1653.05,1676.23,1649.86,1671.79,171942
2025-02-13,1672.57,1676.57,1652.93,1656.66,402287
2025-02-14,1655.43,1688.48,1647.68,1677.93,136918
2025-02-17,1677.5,1699.05,1664.01,1680.61,123709
2025-02-18,1685.24,1708.44,1681.9,1704.91,380597
2025-02-19,1705.21,1728.66,1694.7,1714.71,410484
2025-02-20,1713.54,1736.43,1701.71,1721.05,155931
2025-02-21,1719.73,1732.37,1687.84,1696.23,211357
2025-02-24,1697.93,1711.12,1692.88,1705.3,286517
2025-02-25,1707.23,1731.1,1697.34,1718.07,280005
2025-02-26,1720.45,1739.6,1713.55,1731.78,411459
2025-02-27,1731.18,1752.85,1727.55,1747.08,187298
2025-02-28,1748.2,1760.36,1731.15,1740.63,136124
2025-03-03,1742.9,1752.59,1724.24,1731.45,151699
2025-03-04,1734.45,1746.34,1721.42,1731.93,403863
2025-03-05,1732.99,1741.27,1712.19,1719.42,354006
2025-03-06,1722.38,1753.36,1712.82,1742.07,118372
2025-03-07,1740.25,1765.76,1729.24,1751.87,86664
2025-03-10,1752.76,1769.04,1725.19,1740.89,262949
2025-03-11,1742.31,1757.49,1721.31,1732.79,274226
2025-03-12,1734.33,1747.95,1699.4,1708.0,334971
2025-03-13,1709.77,1719.06,1698.42,1704.44,298979
2025-03-14,1706.94,1732.16,1700.52,1724.01,215881
2025-03-17,1725.51,1731.77,1720.28,1725.89,288229
2025-03-18,1727.28,1731.39,1721.82,1725.86,149568
2025-03-19,1723.48,1737.0,1703.15,1713.61,371210
2025-03-20,1713.79,1730.54,1703.93,1716.4,181659
2025-03-21,1716.89,1723.66,1710.14,1715.15,343208
2025-03-24,1713.77,1721.45,1682.64,1689.94,197771
2025-03-25,1688.9,1702.94,1663.81,1677.51,266678
2025-03-26,1677.55,1686.09,1654.87,1661.28,170407
2025-03-27,1658.75,1685.86,1646.02,1670.88,214804
2025-03-28,1669.86,1693.67,1664.83,1687.66,351956
2025-03-31,1686.68,1713.83,1681.14,1705.72,393244
2025-04-01,1709.42,1717.39,1702.7,1708.64,357702
2025-04-02,1710.82,1728.55,1702.65,1718.18,176567
2025-04-03,1720.84,1750.42,1714.91,1742.46,159629
2025-04-04,1744.86,1747.6,1738.06,1740.08,331146
2025-04-07,1738.93,1746.57,1731.72,1737.35,85175
2025-04-08,1738.16,1753.14,1726.17,1740.79,221319
2025-04-09,1742.51,1755.89,1727.48,1740.5,287980
2025-04-10,1742.39,1749.05,1732.97,1737.21,108805
2025-04-11,1736.99,1750.96,1724.39,1736.99,267918
2025-04-14,1740.81,1758.07,1721.85,1737.01,406928
2025-04-15,1738.5,1756.57,1725.4,1739.15,164264
2025-04-16,1738.81,1752.63,1729.74,1742.08,193373
2025-04-17,1744.19,1764.36,1728.55,1745.12,142251
2025-04-18,1745.12,1761.03,1722.66,1737.24,95118
2025-04-21,1736.38,1749.71,1730.8,1741.63,288271
2025-04-22,1744.22,1747.98,1740.3,1743.92,217120
2025-04-23,1745.82,1758.46,1725.46,1736.74,404359
2025-04-24,1735.59,1752.67,1721.21,1737.77,255892
2025-04-25,1736.58,1746.88,1727.57,1736.09,334449
2025-04-28,1733.09,1738.12,1726.83,1731.75,317007
2025-04-29,1730.8,1756.06,1721.8,1744.12,169270
2025-04-30,1742.59,1750.32,1731.84,1737.76,109882
2025-05-01,1735.48,1745.1,1730.24,1736.88,353660
2025-05-02,1738.47,1749.97,1731.93,1739.89,110852
2025-05-05,1739.16,1748.52,1717.41,1725.6,283381
2025-05-06,1725.41,1739.06,1711.65,1721.71,246559
2025-05-07,1722.67,1741.45,1713.3,1729.51,233393
2025-05-08,1727.56,1742.53,1708.61,1718.82,81141
2025-05-09,1719.69,1739.68,1708.56,1727.0,166651
2025-05-12,1727.3,1741.03,1712.37,1725.48,390406
2025-05-13,1725.04,1739.41,1714.18,1725.67,193880
2025-05-14,1729.53,1743.6,1719.08,1731.47,364662
2025-05-15,1730.6,1743.26,1718.39,1726.8,238620
2025-05-16,1725.52,1741.51,1711.93,1723.58,112788
2025-05-19,1726.1,1736.52,1713.61,1720.9,276654
2025-05-20,1720.24,1733.84,1714.53,1724.47,405944
2025-05-21,1723.05,1736.91,1711.3,1724.88,365014
